New_Route_ID,Route_Name,Action_Taken,Route_Type,Priority_Band,Headway_Min,Fleet_Required,HPV_Count,MPV_Count,CMP_Trunk,CMP_Route_ID,Population_Served,Social_Flag
CMP-01,JANIPUR ↔ CHANNI HIMMAT,UPGRADED_TO_TRUNK,Urban,HP,10,15,13,2,True,CMP-01,246,True
FDR-192,JANIPUR ↔ BISHNAH,RETAINED_AS_FEEDER,Peri_Urban,MP,30,14,0,14,False,,486,True
FDR-125,JANIPUR ↔ SANGRAMPUR,RETAINED_AS_FEEDER,Urban,MP,30,6,0,6,False,,255,False
FDR-428,JANIPUR ↔ DASSORE,RETAINED_AS_FEEDER,Urban,MP,30,2,0,2,False,,96,False
FDR-198,JANIPUR ↔ BISHNAH,RETAINED_AS_FEEDER,Peri_Urban,MP,30,9,0,9,False,,339,True
FDR-050,JANIPUR ↔ BAHUFORT,RETAINED_AS_FEEDER,Urban,MP,30,4,0,4,False,,171,True
FDR-230,JANIPUR ↔ ASSARWAN DEGREE COLLEGE,RETAINED_AS_FEEDER,Urban,LP,60,3,0,3,False,,340,False
FDR-048,JANIPUR ↔ MUTHI VILLAGE,RETAINED_AS_FEEDER,Urban,MP,30,6,0,6,False,,281,True
FDR-368,JANIPUR ↔ SUM TOPH MAKWAL,RETAINED_AS_FEEDER,Regional_District,MP,90,8,0,8,False,,251,True
FDR-051,JANIPUR ↔ MAHAMAYA,RETAINED_AS_FEEDER,Urban,MP,30,4,0,4,False,,171,True
FDR-024,JANIPUR ↔ TRIKUTA NAGAR,RETAINED_AS_FEEDER,Urban,MP,30,5,0,5,False,,244,True
CMP-04,JANIPUR ↔ GUJJAR COLONY,UPGRADED_TO_TRUNK,Urban,HP,10,5,5,0,True,CMP-04,96,False
FDR-369,JANIPUR ↔ MAKWAL CAMP,RETAINED_AS_FEEDER,Regional_District,MP,90,8,0,8,False,,251,True
FDR-429,JANIPUR ↔ KHAIRIAN,RETAINED_AS_FEEDER,Urban,MP,30,2,0,2,False,,96,False
CMP-04,JANIPUR ↔ SAINIK COLONY,UPGRADED_TO_TRUNK,Urban,HP,10,5,5,0,True,CMP-04,96,False
FDR-370,JANIPUR ↔ MALKEY CHAK MAKWAL,RETAINED_AS_FEEDER,Regional_District,MP,90,8,0,8,False,,251,True
FDR-030,JANIPUR ↔ MUTHI MISHRI WALA,RETAINED_AS_FEEDER,Urban,MP,30,5,0,5,False,,252,True
FDR-141,JANIPUR ↔ LADORE,RETAINED_AS_FEEDER,Peri_Urban,MP,30,8,0,8,False,,332,True
FDR-168,JANIPUR ↔ KOTHEY MASADPUR,RETAINED_AS_FEEDER,Urban,MP,30,5,0,5,False,,175,True
FDR-430,JANIPUR ↔ TALAB TILLO BOHRI,RETAINED_AS_FEEDER,Urban,MP,30,2,0,2,False,,100,False
FDR-134,JANIPUR ↔ GUJJAR NAGAR,RETAINED_AS_FEEDER,Peri_Urban,MP,30,13,0,13,False,,532,True
FDR-245,JANIPUR ↔ GHO SANDWAN,RETAINED_AS_FEEDER,Peri_Urban,LP,60,5,0,5,False,,297,False
FDR-142,JANIPUR ↔ LADORE,RETAINED_AS_FEEDER,Peri_Urban,MP,30,8,0,8,False,,332,True
FDR-431,JANIPUR ↔ MUTHI MISHRIWALA SHAMA CHAK,RETAINED_AS_FEEDER,Urban,MP,30,2,0,2,False,,96,False
FDR-065,JANIPUR ↔ BARI BRAHMANA,RETAINED_AS_FEEDER,Peri_Urban,MP,30,9,0,9,False,,418,True
FDR-338,JANIPUR ↔ LAHORI CHAK,RETAINED_AS_FEEDER,Peri_Urban,LP,60,5,0,5,False,,262,False
FDR-115,JANIPUR ↔ CHAK JAFFER,RETAINED_AS_FEEDER,Urban,MP,30,4,0,4,False,,168,False
FDR-348,JANIPUR ↔ KHAIRI REHAL,RETAINED_AS_FEEDER,Peri_Urban,LP,60,6,0,6,False,,173,False
CMP-01,JANIPUR ↔ CHANNI HIMMAT,UPGRADED_TO_TRUNK,Urban,HP,10,17,15,2,True,CMP-01,261,True
FDR-432,JANIPUR ↔ MARJALI,RETAINED_AS_FEEDER,Urban,MP,30,2,0,2,False,,96,False
FDR-433,JANIPUR ↔ MAHAMAYA,RETAINED_AS_FEEDER,Urban,MP,30,2,0,2,False,,96,False
FDR-219,JANIPUR ↔ KULWAL,RETAINED_AS_FEEDER,Peri_Urban,MP,30,16,0,16,False,,490,True
FDR-159,JANIPUR ↔ SIMBAL,RETAINED_AS_FEEDER,Urban,MP,30,5,0,5,False,,174,True
FDR-029,JANIPUR ↔ CHATHA,RETAINED_AS_FEEDER,Urban,MP,30,4,0,4,False,,221,True
FDR-358,JANIPUR ↔ KHAIRI REHAL,RETAINED_AS_FEEDER,Peri_Urban,LP,60,5,0,5,False,,148,False
FDR-434,JANIPUR ↔ PURKHOO MIGRANT CAMP TAKU CHACK,RETAINED_AS_FEEDER,Urban,MP,30,2,0,2,False,,96,False
FDR-274,JANIPUR ↔ BADHORI,RETAINED_AS_FEEDER,Regional_District,MP,90,7,0,7,False,,553,True
FDR-435,JANIPUR ↔ GARHI LADORE,RETAINED_AS_FEEDER,Urban,MP,30,3,0,3,False,,122,True
FDR-233,JANIPUR ↔ LAKKAR MANDI GANDHI NAGAR,RETAINED_AS_FEEDER,Peri_Urban,MP,30,12,0,12,False,,370,True
FDR-216,JANIPUR ↔ KANA CHAK LALYAL,RETAINED_AS_FEEDER,Peri_Urban,MP,30,11,0,11,False,,376,True
FDR-184,JANIPUR ↔ BISHNAH,RETAINED_AS_FEEDER,Peri_Urban,MP,30,10,0,10,False,,342,True
FDR-068,JANIPUR ↔ KUNJWANI B C ROAD,RETAINED_AS_FEEDER,Peri_Urban,MP,30,7,0,7,False,,348,True
FDR-136,JANIPUR ↔ SUNJWAN,RETAINED_AS_FEEDER,Peri_Urban,MP,30,8,0,8,False,,269,True
FDR-304,JANIPUR ↔ GHO MANHASAN,RETAINED_AS_FEEDER,Urban,LP,60,4,0,4,False,,237,False
FDR-032,JANIPUR ↔ SHASTRI NAGAR,RETAINED_AS_FEEDER,Urban,MP,30,5,0,5,False,,237,True
FDR-292,JANIPUR ↔ PATTI,RETAINED_AS_FEEDER,Peri_Urban,MP,30,11,0,11,False,,341,True
FDR-436,JANIPUR ↔ PURKHOO CAMP,RETAINED_AS_FEEDER,Urban,MP,30,2,0,2,False,,96,False
FDR-242,JANIPUR ↔ BISHNAH,RETAINED_AS_FEEDER,Regional_District,MP,90,6,0,6,False,,517,True
FDR-437,JANIPUR ↔ JASSORE,RETAINED_AS_FEEDER,Urban,MP,30,2,0,2,False,,96,False
CMP-04,JANIPUR ↔ SAINIK COLONY,UPGRADED_TO_TRUNK,Urban,MP,10,14,12,2,True,CMP-04,175,True
FDR-316,JANIPUR ↔ KARWAL,RETAINED_AS_FEEDER,Peri_Urban,MP,30,9,0,9,False,,201,True
FDR-438,JANIPUR ↔ HIRACHAK,RETAINED_AS_FEEDER,Urban,MP,30,2,0,2,False,,96,False
FDR-187,JANIPUR ↔ BISHNAH,RETAINED_AS_FEEDER,Peri_Urban,MP,30,9,0,9,False,,342,True
FDR-278,JANIPUR ↔ KOTLI MURALIAN,RETAINED_AS_FEEDER,Peri_Urban,MP,30,13,0,13,False,,349,True
FDR-135,JANIPUR ↔ BHATHINDI,RETAINED_AS_FEEDER,Urban,MP,30,6,0,6,False,,213,True
FDR-150,JANIPUR ↔ BARI BRAHMANA IND  COMPLEX,RETAINED_AS_FEEDER,Peri_Urban,MP,30,12,0,12,False,,454,True
FDR-279,JANIPUR ↔ KOTLI MIAN FETHY,RETAINED_AS_FEEDER,Peri_Urban,MP,30,13,0,13,False,,360,True
FDR-089,JANIPUR ↔ SMAILPUR,RETAINED_AS_FEEDER,Peri_Urban,MP,30,9,0,9,False,,436,True
FDR-137,JANIPUR ↔ MISHRIWALA,RETAINED_AS_FEEDER,Peri_Urban,MP,30,8,0,8,False,,344,True
FDR-439,JANIPUR ↔ FACTORY NO 4,RETAINED_AS_FEEDER,Urban,MP,30,2,0,2,False,,96,False
FDR-440,JANIPUR ↔ DASSORE,RETAINED_AS_FEEDER,Urban,MP,30,2,0,2,False,,120,False
FDR-174,JANIPUR ↔ CHATHA,RETAINED_AS_FEEDER,Peri_Urban,MP,30,8,0,8,False,,271,True
FDR-160,JANIPUR ↔ BADYAL,RETAINED_AS_FEEDER,Urban,MP,30,5,0,5,False,,174,True
CMP-01,JANIPUR ↔ CHANNI HIMMAT,UPGRADED_TO_TRUNK,Urban,HP,10,7,6,1,True,CMP-01,107,False
FDR-196,JANIPUR ↔ BISHNAH,RETAINED_AS_FEEDER,Peri_Urban,MP,30,15,0,15,False,,487,True
FDR-104,JANIPUR ↔ DASSORE,RETAINED_AS_FEEDER,Peri_Urban,MP,30,7,0,7,False,,313,True
FDR-090,JANIPUR ↔ SMAILPUR,RETAINED_AS_FEEDER,Peri_Urban,MP,30,9,0,9,False,,436,True
FDR-041,JANIPUR ↔ GREATER KAILASH FAWARA CHOWK,RETAINED_AS_FEEDER,Peri_Urban,MP,30,8,0,8,False,,380,True
FDR-441,JANIPUR ↔ MAHAMAYA,RETAINED_AS_FEEDER,Urban,MP,30,2,0,2,False,,96,False
FDR-442,JANIPUR ↔ GAJANSOO,RETAINED_AS_FEEDER,Urban,MP,30,2,0,2,False,,96,False
FDR-443,JANIPUR ↔ JHIRI KANACHAK,RETAINED_AS_FEEDER,Urban,MP,30,2,0,2,False,,96,False
FDR-074,JANIPUR ↔ BARIBRAHMAN,RETAINED_AS_FEEDER,Peri_Urban,MP,30,9,0,9,False,,419,True
FDR-057,JANIPUR ↔ NOORABAD,RETAINED_AS_FEEDER,Urban,MP,30,4,0,4,False,,198,True
FDR-444,JANIPUR ↔ GANGYAL,RETAINED_AS_FEEDER,Urban,MP,30,2,0,2,False,,100,False
FDR-445,JANIPUR ↔ BADYAL BRAHMNA VIA KULLIAN JASSORE,RETAINED_AS_FEEDER,Urban,MP,30,2,0,2,False,,120,False
FDR-246,JANIPUR ↔ GHO SANDWAN,RETAINED_AS_FEEDER,Peri_Urban,LP,60,5,0,5,False,,297,False
FDR-247,JANIPUR ↔ GHO SANDWAN,RETAINED_AS_FEEDER,Peri_Urban,LP,60,5,0,5,False,,297,False
FDR-353,JANIPUR ↔ NADI KHAPPAR,RETAINED_AS_FEEDER,Regional_District,MP,90,6,0,6,False,,262,True
FDR-204,JANIPUR ↔ MARJALI,RETAINED_AS_FEEDER,Peri_Urban,MP,30,10,0,10,False,,371,True
FDR-248,JANIPUR ↔ GHO SANDWAN,RETAINED_AS_FEEDER,Peri_Urban,LP,60,5,0,5,False,,297,False
FDR-359,JANIPUR ↔ KHAIRI REHAL,RETAINED_AS_FEEDER,Peri_Urban,LP,60,5,0,5,False,,148,False
FDR-066,JANIPUR ↔ BADHORI,RETAINED_AS_FEEDER,Peri_Urban,MP,30,9,0,9,False,,418,True
FDR-250,JANIPUR ↔ SIMBAL CAMP,RETAINED_AS_FEEDER,Peri_Urban,MP,30,10,0,10,False,,295,True
FDR-446,JANIPUR ↔ RAILWAY STATION,RETAINED_AS_FEEDER,Urban,MP,30,2,0,2,False,,115,False
FDR-067,JANIPUR AMPHALLA ↔ 4 NO FACTORY,RETAINED_AS_FEEDER,Peri_Urban,MP,30,9,0,9,False,,418,True
FDR-098,JANIPUR COLONEY ↔ SMAILPUR,RETAINED_AS_FEEDER,Peri_Urban,MP,30,10,0,10,False,,447,True
CMP-04,JANIPUR COLONY ↔ CHATTA,UPGRADED_TO_TRUNK,Peri_Urban,MP,10,22,19,3,True,CMP-04,224,True
FDR-190,JANIPUR COLONY ↔ BISHNAH,RETAINED_AS_FEEDER,Peri_Urban,MP,30,15,0,15,False,,500,True
FDR-447,JANIPUR COLONY ↔ BARI BRAHMANA,RETAINED_AS_FEEDER,Urban,MP,30,3,0,3,False,,113,False
FDR-076,JANIPUR COLONY ↔ INDUSTRIAL COMPLEX,RETAINED_AS_FEEDER,Peri_Urban,MP,30,9,0,9,False,,433,True
FDR-053,JANIPUR COLONY ↔ BISHNAH,RETAINED_AS_FEEDER,Peri_Urban,MP,30,7,0,7,False,,346,True
FDR-448,JANIPUR COLONY ↔ BAHU FORT,RETAINED_AS_FEEDER,Urban,MP,30,3,0,3,False,,113,False
FDR-209,JANIPUR COLONY ↔ BARI BRAHMANA,RETAINED_AS_FEEDER,Peri_Urban,MP,30,16,0,16,False,,493,True
FDR-082,JANIPUR COLONY ↔ BARI BRAHMANA,RETAINED_AS_FEEDER,Peri_Urban,MP,30,10,0,10,False,,433,True
FDR-139,JANIPUR COLONY ↔ BARI BRAHMANA,RETAINED_AS_FEEDER,Peri_Urban,MP,30,12,0,12,False,,465,True
FDR-152,JANIPUR COLONY ↔ BARI BRAHMANA,RETAINED_AS_FEEDER,Peri_Urban,MP,30,13,0,13,False,,463,True
FDR-077,JANIPUR COLONY ↔ BARI BRAHMANA,RETAINED_AS_FEEDER,Peri_Urban,MP,30,9,0,9,False,,433,True
FDR-320,JANIPUR COLONY ↔ BARI BRAHMANA,RETAINED_AS_FEEDER,Regional_District,MP,90,9,0,9,False,,567,True
FDR-078,JANIPUR COLONY ↔ BARI BRAHMANA NO FOUR,RETAINED_AS_FEEDER,Peri_Urban,MP,30,9,0,9,False,,433,True
FDR-069,JANIPUR COLONY ↔ BAHU FORT MAHA MAYA,RETAINED_AS_FEEDER,Urban,MP,30,4,0,4,False,,183,True
FDR-355,JANIPUR COLONY ↔ SIMBLE CAMP,RETAINED_AS_FEEDER,Peri_Urban,LP,60,5,0,5,False,,625,False
FDR-194,JANIPUR COLONY ↔ BISHNAH,RETAINED_AS_FEEDER,Peri_Urban,MP,30,10,0,10,False,,351,True
FDR-094,JANIPUR COLONY ↔ SMAILPUR,RETAINED_AS_FEEDER,Peri_Urban,MP,30,9,0,9,False,,447,True
CMP-04,JANIPUR COLONY ↔ SAINIK COLONY,UPGRADED_TO_TRUNK,Urban,HP,10,7,6,1,True,CMP-04,113,False
FDR-449,JANIPUR COLONY ↔ BAHU FORT,RETAINED_AS_FEEDER,Urban,MP,30,3,0,3,False,,113,False
FDR-450,JANIPUR COLONY ↔ GREATER KAILASH,RETAINED_AS_FEEDER,Urban,MP,30,2,0,2,False,,120,False
CMP-04,JANIPUR COLONY ↔ SAINIK COLONY,UPGRADED_TO_TRUNK,Urban,MP,10,15,13,2,True,CMP-04,186,True
CMP-04,JANIPUR COLONY ↔ DASOOR,UPGRADED_TO_TRUNK,Peri_Urban,HP,10,20,17,3,True,CMP-04,323,True
FDR-451,JANIPUR  COLONY ↔ 4 NO FACTORY,RETAINED_AS_FEEDER,Urban,MP,30,3,0,3,False,,113,False
FDR-070,JANIPUR COLONY ↔ BAHU FORT,RETAINED_AS_FEEDER,Urban,MP,30,4,0,4,False,,183,True
CMP-01,JANIPUR COLONY ↔ CHANNI HIMMAT,UPGRADED_TO_TRUNK,Urban,HP,10,16,14,2,True,CMP-01,259,True
FDR-285,JANIPUR GRID STATION ↔ BISHNAH,RETAINED_AS_FEEDER,Peri_Urban,MP,30,11,0,11,False,,264,True
FDR-380,JANIPUR GRID STATION ↔ MAKWAL,RETAINED_AS_FEEDER,Regional_District,LP,90,6,0,6,False,,177,False
FDR-256,JANIPUR GRID STATION ↔ BISHNAH,RETAINED_AS_FEEDER,Peri_Urban,MP,30,11,0,11,False,,341,True
FDR-101,JANIPUR HIGH COURT ↔ GANGYAL,RETAINED_AS_FEEDER,Urban,MP,30,6,0,6,False,,234,True
FDR-075,JANIPUR HOUSING COLONY ↔ BARI BRAHAMANA 4 NO FACTORY,RETAINED_AS_FEEDER,Peri_Urban,MP,30,9,0,9,False,,424,True
FDR-027,JANIPUR HOUSING COLONY ↔ TRIKUTA NAGAR,RETAINED_AS_FEEDER,Urban,MP,30,5,0,5,False,,232,True
FDR-452,JANIPUR HOUSING COLONY ↔ PRADE,RETAINED_AS_FEEDER,Urban,MP,30,2,0,2,False,,109,False
FDR-161,JANIPUR HOUSING COLONY ↔ BARI BRAH  SMAILPUR,RETAINED_AS_FEEDER,Peri_Urban,MP,30,13,0,13,False,,472,True
FDR-453,JANIPUR HOUSING COLONY ↔ CHANNI RAMA,RETAINED_AS_FEEDER,Urban,MP,30,2,0,2,False,,104,False
FDR-454,JANIPUR HOUSING COLONY ↔ CHANNI RAMA,RETAINED_AS_FEEDER,Urban,MP,30,2,0,2,False,,104,False
FDR-158,JANIPUR HOUSING COLONY ↔ BARI BRAH  SMAILPUR,RETAINED_AS_FEEDER,Peri_Urban,MP,30,13,0,13,False,,472,True
FDR-455,JANIPUR HOUSING COLONY ↔ RAILWAY STATION,RETAINED_AS_FEEDER,Urban,MP,30,2,0,2,False,,122,False
FDR-456,JANIPUR HOUSING COLONY ↔ SUNJWAN,RETAINED_AS_FEEDER,Urban,MP,30,2,0,2,False,,104,False
FDR-175,JANIPUR LAKKAR MANDI ↔ CHATHA,RETAINED_AS_FEEDER,Peri_Urban,MP,30,8,0,8,False,,275,True
FDR-381,JANIPUR TO ↔ MAKWAL,RETAINED_AS_FEEDER,Regional_District,LP,90,6,0,6,False,,177,False
FDR-235,J D A COMPLEX NEW PLOT ↔ SUJWAN,RETAINED_AS_FEEDER,Regional_District,MP,90,6,0,6,False,,549,True
FDR-003,JDA COMPLEX NEW PLOT ↔ CHATHA,RETAINED_AS_FEEDER,Peri_Urban,MP,30,7,0,7,False,,388,True
FDR-261,JDA COMPLEX NEW PLOT ↔ BISHNAH,RETAINED_AS_FEEDER,Peri_Urban,LP,60,6,0,6,False,,1104,False
FDR-206,KALU CHAK ↔ AGHORE,RETAINED_AS_FEEDER,Peri_Urban,MP,30,7,0,7,False,,488,True
FDR-143,K C CHOWK ↔ KANGAR DEGREE COLLEGE,RETAINED_AS_FEEDER,Urban,MP,30,3,0,3,False,,421,False
FDR-144,K C CHOWK ↔ KANGAR DEGREE COLLEGE,RETAINED_AS_FEEDER,Urban,MP,30,3,0,3,False,,421,False
FDR-356,KERAN ↔ NARI KHAPPAR,RETAINED_AS_FEEDER,Peri_Urban,LP,60,7,0,7,False,,277,False
FDR-457,KHANDWAL CHATHA PIND ↔ SATWARI,RETAINED_AS_FEEDER,Urban,MP,30,2,0,2,False,,112,True
FDR-007,KUJWANI ↔ PHINDER,RETAINED_AS_FEEDER,Urban,LP,60,4,0,4,False,,387,False
FDR-004,KUNJWANI ↔ KOTLI MIAN FATHEY,RETAINED_AS_FEEDER,Urban,LP,60,2,0,2,False,,329,False
FDR-116,KUNJWANI ↔ BATRA HOSPITAL,RETAINED_AS_FEEDER,Urban,MP,30,4,0,4,False,,548,False
FDR-117,KUNJWANI ↔ SIDHRA,RETAINED_AS_FEEDER,Urban,MP,30,4,0,4,False,,548,False
FDR-118,KUNJWANI ↔ BATRA,RETAINED_AS_FEEDER,Urban,MP,30,4,0,4,False,,548,False
FDR-119,KUNJWANI ↔ BATRA HOSPITAL,RETAINED_AS_FEEDER,Urban,MP,30,4,0,4,False,,548,False
FDR-008,KUNJWANI ↔ BISHNAH,RETAINED_AS_FEEDER,Peri_Urban,LP,60,5,0,5,False,,389,False
FDR-009,KUNJWANI ↔ BISHNAH,RETAINED_AS_FEEDER,Peri_Urban,LP,60,5,0,5,False,,389,False
FDR-005,KUNJWANI ↔ KOTLI MIAN FATHE,RETAINED_AS_FEEDER,Urban,LP,60,2,0,2,False,,329,False
FDR-120,KUNJWANI ↔ NARWAL,RETAINED_AS_FEEDER,Urban,MP,30,4,0,4,False,,548,False
FDR-006,KUNJWANI ↔ KOTLI MIAN FATEH,RETAINED_AS_FEEDER,Urban,LP,60,2,0,2,False,,329,False
FDR-010,KUNJWANI ↔ SALEHAR,RETAINED_AS_FEEDER,Urban,LP,60,3,0,3,False,,374,False
FDR-388,MAHESHPURA ↔ MAKWAL CAMP,RETAINED_AS_FEEDER,Regional_District,MP,90,8,0,8,False,,197,True
FDR-225,MAHESHPURA ↔ GHOU MANHASAN,RETAINED_AS_FEEDER,Urban,LP,60,3,0,3,False,,221,False
FDR-243,MAHESHPURA ↔ HIRA CHAK,RETAINED_AS_FEEDER,Peri_Urban,MP,30,8,0,8,False,,299,True
FDR-294,MAHESHPURA ↔ RATHUA GHOU,RETAINED_AS_FEEDER,Peri_Urban,MP,30,9,0,9,False,,305,True
FDR-458,MAHESHPURA ↔ GAJANSOO MARH,RETAINED_AS_FEEDER,Urban,MP,30,2,0,2,False,,122,False
FDR-286,MAHESHPURA ↔ MARH,RETAINED_AS_FEEDER,Urban,LP,60,4,0,4,False,,206,False
FDR-222,MAHESHPURA ↔ BAGGA JANA,RETAINED_AS_FEEDER,Peri_Urban,MP,30,9,0,9,False,,307,True
FDR-223,MAHESHPURA ↔ JHIRI KALYANPUR,RETAINED_AS_FEEDER,Peri_Urban,MP,30,9,0,9,False,,315,True
FDR-228,MAHESHPURA ↔ MARJALI,RETAINED_AS_FEEDER,Peri_Urban,MP,30,8,0,8,False,,314,True
FDR-244,MAHESHPURA ↔ HIRA CHAK GAIDLA,RETAINED_AS_FEEDER,Peri_Urban,MP,30,8,0,8,False,,299,True
FDR-300,MAHESHPURA ↔ DEYARAN G C ET,RETAINED_AS_FEEDER,Peri_Urban,MP,30,13,0,13,False,,382,True
FDR-153,MAHESHPURA ↔ SUNJWAN,RETAINED_AS_FEEDER,Urban,MP,30,5,0,5,False,,190,True
FDR-336,MAHESHPURA ↔ GHO MANHASAN,RETAINED_AS_FEEDER,Peri_Urban,LP,60,6,0,6,False,,239,False
FDR-229,MAHESHPURA ↔ JHIRI KANA CHAK,RETAINED_AS_FEEDER,Peri_Urban,MP,30,8,0,8,False,,315,True
FDR-281,MAHESHPURA ↔ KARLOOP FLOORA,RETAINED_AS_FEEDER,Urban,LP,60,3,0,3,False,,209,False
FDR-270,MAHESHPURA ↔ DEYARAN G C ET,RETAINED_AS_FEEDER,Peri_Urban,MP,30,10,0,10,False,,349,True
FDR-226,MAHESHPURA ↔ CHARGALI,RETAINED_AS_FEEDER,Urban,LP,60,3,0,3,False,,221,False
FDR-267,MAHESHPURA ↔ GAJANSOO,RETAINED_AS_FEEDER,Urban,LP,60,3,0,3,False,,207,False
FDR-063,MAHESHPURA ↔ SARAN,RETAINED_AS_FEEDER,Urban,MP,30,4,0,4,False,,191,False
FDR-333,MAHESHPURA ↔ JASMA,RETAINED_AS_FEEDER,Regional_District,MP,90,6,0,6,False,,397,True
FDR-282,MAHESH PURA ↔ MARH KARLOOP,RETAINED_AS_FEEDER,Urban,LP,60,3,0,3,False,,209,False
FDR-459,MAHESHPURA ↔ RAJPURA SUA NO 1,RETAINED_AS_FEEDER,Urban,MP,30,2,0,2,False,,65,True
FDR-382,MAHESHPURA BAKSHI NAGAR PULLI JIC ↔ LALYAL,RETAINED_AS_FEEDER,Regional_District,MP,90,13,0,13,False,,699,True
FDR-460,MAHESH PURA CHOWK ↔ MEDICAL COLLEGE,RETAINED_AS_FEEDER,Urban,MP,30,2,0,2,False,,122,False
